id;dclass ;dname;define;clabel
152;http://purl.bioontology.org/ontology/MESH/D018246;Lymphoma, Primary Effusion;An ADENOMA of the ZONA GLOMERULOSA that produces ALDOSTERONE and HYPERALDOSTERONISM.|A benign neoplasm of the ADRENAL CORTEX. It is characterized by a well-defined nodular lesion, usually less than 2.5 cm. Most adrenocortical adenomas are nonfunctional. The functional ones are yellow and contain LIPIDS. Depending on the cell type or cortical zone involved, they may produce ALDOSTERONE;Disease, Conn,Adenomas, Conn,Disease, Conn's,Adenoma, Adrenocortical,Adenoma, Adrenal Cortical,Adrenocortical Adenomas,Conn Disease,Conns Disease,Adrenal Cortical Adenomas,Adenomas, Adrenocortical,Conn Adenoma,Conn's Disease,Conn Adenomas,Adenomas, Adrenal Cortical,Adenoma, Conn,Adrenal Cortical Adenoma
153;http://purl.bioontology.org/ontology/MESH/D000072636;Lynch Syndrome II;A paired box transcription factor that functions in the development of THYROCYTES and the control of thyroid-specific gene expression. Mutations in the PAX8 gene are associated with THYROID DYSGENESIS and THYROID NEOPLASMS.;Paired-Box Protein, PAX8,PAX8 Paired-Box Protein,Transcription Factor, PAX8,Paired Box Protein, PAX8
154;http://purl.bioontology.org/ontology/MESH/D012566;Mallory Bodies;A beta-D-glucan obtained from the Aphyllophoral fungus Schizophyllum commune. It is used as an immunoadjuvant in the treatment of neoplasms, especially tumors found in the stomach.;Schizophyllan,Sonifilan,Sizofilan
155;http://purl.bioontology.org/ontology/MESH/D013669;Mammary Analogue Secretory Carcinoma;A gamma-emitting radionuclide imaging agent used primarily in skeletal scintigraphy. Because of its absorption by a variety of tumors, it is useful for the detection of neoplasms.;Tc-99m Methylene Diphosphonate,Medronate, Tc-99,Diphosphonate, Technetium Methylene,Methylene Diphosphonate, Tc-99m,Technetium Tc 99m Methylenediphosphonate,99mTc-Methylene Diphosphonate,99mTc Methylene Diphosphonate,Technetium Methylene Diphosphonate,Diphosphonate, 99mTc-Methylene,Methylene Diphosphonate, Technetium,Diphosphonate, Tc-99m Methylene,Tc-99m MDP,Tc-99 Medronate,99mTc-MDP,Tc 99m Methylene Diphosphonate,Tc 99 Medronate
156;http://purl.bioontology.org/ontology/MESH/D005001;Mammary Neoplasms, Experimental;2-Amino-4-(ethylthio)butyric acid. An antimetabolite and methionine antagonist that interferes with amino acid incorporation into proteins and with cellular ATP utilization. It also produces liver neoplasms.;L-Homocysteine, S-ethyl-
157;http://purl.bioontology.org/ontology/MESH/D015376;Margins of Excision;Antineoplastic agent especially effective against malignant brain tumors. The resistance which brain tumor cells acquire to the initial effectiveness of this drug can be partially overcome by the simultaneous use of membrane-modifying agents such as reserpine, calcium antagonists such as nicardipine or verapamil, or the calmodulin inhibitor, trifluoperazine. The drug has also been used in combination with other antineoplastic agents or with radiotherapy for the treatment of various neoplasms.;Urea, N'-((4-amino-2-methyl-5-pyrimidinyl)methyl)-N-(2-chloroethyl)-N-nitroso-,NSC 245382,ACNU
158;http://purl.bioontology.org/ontology/MESH/D018243;Matrix Metalloproteinase 11;A malignant neoplasm consisting of elements of teratoma with those of embryonal carcinoma or choriocarcinoma, or both. It occurs most often in the testis. (Dorland, 27th ed);Teratocarcinomas
159;http://purl.bioontology.org/ontology/MESH/D051845;Maxillary Sinus Neoplasms;A homolog of ALPHA-SYNUCLEIN that plays a role in neurofilament network integrity. It is overexpressed in a variety of human NEOPLASMS and may be involved in modulating AXON architecture during EMBRYONIC DEVELOPMENT and in the adult. Gamma-Synuclein may also activate SIGNAL TRANSDUCTION PATHWAYS associated with ETS-DOMAIN PROTEIN ELK-1.;gamma Synuclein,Synoretin,Persyn
160;http://purl.bioontology.org/ontology/MESH/D009378;Medical Oncology;Two or more abnormal growths of tissue occurring simultaneously and presumed to be of separate origin. The neoplasms may be histologically the same or different, and may be found in the same or different sites.;Neoplasm, Multiple Primary,Synchronous Neoplasm,Multiple Primary Neoplasms, Synchronous,Neoplasms, Synchronous Multiple Primary,Neoplasms, Synchronous,Multiple Primary Neoplasm,Primary Neoplasms, Multiple,Synchronous Multiple Primary Neoplasms,Neoplasm, Synchronous,Primary Neoplasm, Multiple,Synchronous Neoplasms,Multiple Primary Neoplasms
161;http://purl.bioontology.org/ontology/MESH/D059545;Medroxyprogesterone Acetate;Ocular manifestations secondary to various NEOPLASMS in which antibodies to antigens of the primary tumor cross-react with ocular antigens. This autoimmune response often leads to visual loss and other ocular dysfunctions.;Melanoma Associated Retinopathy,Paraneoplastic Melanocytic Proliferations,Retinopathies, Melanoma-Associated,Ocular Paraneoplastic Diseases,Melanocytic Proliferation, Paraneoplastic,Ocular Paraneoplastic Disease,Retinopathy, Cancer-Associated,Disease, Ocular Paraneoplastic,Bilateral Diffuse Uveal Melanocytic Proliferation, Paraneoplastic,Syndrome, Ocular Paraneoplastic,Syndromes, Ocular Paraneoplastic,Paraneoplastic Syndrome, Ocular,Cancer-Associated Retinopathies,Cancer-Associated Retinopathy,Paraneoplastic Diseases, Ocular,Cancer Associated Retinopathy,Ocular Paraneoplastic Syndrome,Retinopathy, Melanoma-Associated,Ocular Paraneoplastic Syndromes,Melanoma-Associated Retinopathy,Paraneoplastic Disease, Ocular,Retinopathies, Cancer-Associated,Melanocytic Proliferations, Paraneoplastic,Paraneoplastic Melanocytic Proliferation,Diseases, Ocular Paraneoplastic,Melanoma-Associated Retinopathies
162;http://purl.bioontology.org/ontology/MESH/D008579;Medulloblastoma;A relatively common neoplasm of the CENTRAL NERVOUS SYSTEM that arises from arachnoidal cells. The majority are well differentiated vascular tumors which grow slowly and have a low potential to be invasive, although malignant subtypes occur. Meningiomas have a predilection to arise from the parasagittal region, cerebral convexity, sphenoidal ridge, olfactory groove, and SPINAL CANAL. (From DeVita et al., Cancer: Principles and Practice of Oncology, 5th ed, pp2056-7);Wing Meningiomas, Sphenoid,Meningiomas, Posterior Fossa,Meningiomas, Hemangiopericytic,Intraorbital Meningiomas,Meningioma, Hemangiopericytic,Meningiomas, Malignant,Fibrous Meningiomas,Posterior Fossa Meningiomas,Meningotheliomatous Meningiomas,Angioblastic Meningiomas,Meningiomas, Xanthomatous,Multiple Meningioma,Meningioma, Microcystic,Meningiomas, Intraventricular,Meningiomas, Intracranial,Cerebral Convexity Meningioma,Meningiomas, Angioblastic,Meningioma, Clear Cell,Meningioma, Transitional,Hemangioblastic Meningiomas,Meningiomas, Parasagittal,Meningiomas, Benign,Angioblastic Meningioma,Meningioma, Psammomatous,Meningiomas, Multiple,Meningiomas, Fibrous,Convexity Meningioma, Cerebral,Meningioma, Sphenoid Wing,Meningioma, Angioblastic,Parasagittal Meningioma,Angiomatous Meningiomas,Transitional Meningioma,Olfactory Groove Meningiomas,Meningiomas, Olfactory Groove,Fibrous Meningioma,Intraventricular Meningiomas,Meningiomas, Sphenoid Wing,Spinal Meningioma,Meningiomas, Microcystic,Meningioma, Angiomatous,Meningioma, Spinal,Sphenoid Wing Meningioma,Benign Meningioma,Meningiomas, Transitional,Meningiomas, Papillary,Meningotheliomatous Meningioma,Meningiomas, Spinal,Meningioma, Papillary,Meningioma, Multiple,Parasagittal Meningiomas,Papillary Meningioma,Meningiomas, Psammomatous,Meningioma, Parasagittal,Convexity Meningiomas, Cerebral,Multiple Meningiomas,Meningioma, Intraorbital,Hemangiopericytic Meningioma,Hemangiopericytic Meningiomas,Psammomatous Meningiomas,Transitional Meningiomas,Meningioma, Fibrous,Posterior Fossa Meningioma,Meningiomas, Secretory,Papillary Meningiomas,Wing Meningioma, Sphenoid,Meningiomatoses,Meningiomas,Meningiomas, Angiomatous,Xanthomatous Meningiomas,Meningioma, Secretory,Meningioma, Olfactory Groove,Psammomatous Meningioma,Meningiomas, Meningotheliomatous,Meningioma, Xanthomatous,Meningiomatosis,Intraorbital Meningioma,Secretory Meningioma,Meningioma, Hemangioblastic,Meningioma, Posterior Fossa,Meningioma, Benign,Groove Meningiomas, Olfactory,Intracranial Meningiomas,Secretory Meningiomas,Meningioma, Intracranial,Intraventricular Meningioma,Meningioma, Intraventricular,Clear Cell Meningioma,Benign Meningiomas,Microcystic Meningiomas,Spinal Meningiomas,Meningioma, Malignant,Angiomatous Meningioma,Meningioma, Meningotheliomatous,Hemangioblastic Meningioma,Meningiomas, Intraorbital,Meningiomas, Hemangioblastic,Meningiomas, Cerebral Convexity,Sphenoid Wing Meningiomas,Olfactory Groove Meningioma,Xanthomatous Meningioma,Cerebral Convexity Meningiomas,Clear Cell Meningiomas,Intracranial Meningioma,Microcystic Meningioma,Malignant Meningioma,Meningiomas, Clear Cell,Meningioma, Cerebral Convexity,Malignant Meningiomas
163;http://purl.bioontology.org/ontology/MESH/D018309;Melanoma;Neoplasms composed of tissues of the OVARY or the TESTIS, not neoplasms located in the ovaries or testes. Gonadal tissues include GERM CELLS, cells from the sex cord, and gonadal stromal cells.;Tissue Neoplasm, Gonadal,Neoplasm, Gonadal Tissue,Tissue Neoplasms, Gonadal,Gonadal Tissue Neoplasms,Gonadal Tissue Neoplasm
164;http://purl.bioontology.org/ontology/MESH/Q000648;Meningeal Carcinomatosis;Used with tissues and cells (including neoplasms) and microorganisms for microanatomic structures, generally below the size visible by light microscopy.;subcellular structure,submicroscopic anatomy
165;http://purl.bioontology.org/ontology/MESH/D010236;Meningioma;A relatively rare, usually benign neoplasm originating in the chemoreceptor tissue of the CAROTID BODY;Nonchromaffin Paraganglioma,Non-Chromaffin Paraganglioma,Paraganglioma, Nonchromaffin,Paragangliomas, Non-Chromaffin,Non-Chromaffin Paragangliomas,Paragangliomas, Extra-Adrenal,Paragangliomas, Familial Nonchromaffin, 1,Paraganglioma, Non Chromaffin,Chemodectomas,Extra-Adrenal Paragangliomas,Nonchromaffin Paragangliomas,Chemodectoma,Extra-Adrenal Paraganglioma,Paraganglioma, Extra Adrenal,Paraganglioma, Non-Chromaffin,Paragangliomas, Nonchromaffin
166;http://purl.bioontology.org/ontology/MESH/D005641;Metastasectomy;Congener of FLUOROURACIL with comparable antineoplastic action. It has been suggested especially for the treatment of breast neoplasms.;5-Fluoro-1-(tetrahydro-2-furanyl)-2,4-pyrimidinedione,Ftorafur,FT-207,Uftoral,Futraful,N1-(2'-Tetrahydrofuryl)-5-fluorouracil,1-(2-Tetrahydrofuryl)-5-fluorouracil,FT 207,FT207,Fluorofur,1-(Tetrahydro-2-furanyl)-5-fluorouracil,Sunfural S,2,4(1H,3H)-Pyrimidinedione, 5-fluoro-1-(tetrahydro-2-furanyl)-,Utefos,Florafur
167;http://purl.bioontology.org/ontology/MESH/D047708;Methylenebis(chloroaniline);A benign tumor that consists chiefly of fibrous CONNECTIVE TISSUE, with variable numbers of MUSCLE CELLS forming portions of the neoplasm (From Stedman's, 27th ed).;Myofibromas
168;http://purl.bioontology.org/ontology/MESH/D005729;Mohs Surgery;A benign neoplasm that usually arises from the sympathetic trunk in the mediastinum. Histologic features include spindle cell proliferation (resembling a neurofibroma) and the presence of large ganglion cells. The tumor may present clinically with HORNER SYNDROME or diarrhea due to ectopic production of vasoactive intestinal peptide. (From DeVita et al., Cancer: Principles and Practice of Oncology, 5th ed, p966);Gangliocytomas,Gangliocytoma,Ganglioneuromas
169;http://purl.bioontology.org/ontology/MESH/D010524;Muir-Torre Syndrome;Neoplasms which arise from peripheral nerve tissue. This includes NEUROFIBROMAS;Neoplasms, Peripheral Nerve,Peripheral Nerve Neoplasm,Neoplasm, Peripheral Nerve,Peripheral Nerve Neoplasms, Benign,Nerve Tumors, Peripheral,Tumor, Peripheral Nerve,Peripheral Nervous System Malignant Neoplasms,Peripheral Nervous System Benign Neoplasms,Peripheral Nerve Tumor,Nerve Neoplasms, Peripheral,Nerve Tumor, Peripheral,Tumors, Peripheral Nerve,Peripheral Nerve Neoplasms, Malignant,Peripheral Nerve Neoplasms,Peripheral Nerve Neoplastic Infiltration,Nerve Neoplasm, Peripheral,Peripheral Nerve Tumors
170;http://purl.bioontology.org/ontology/MESH/D018814;Multidrug Resistance-Associated Proteins;Similar to MEN2A, it is also caused by mutations of the MEN2 gene, also known as the RET proto-oncogene. Its clinical symptoms include medullary carcinoma (CARCINOMA, MEDULLARY) of THYROID GLAND and PHEOCHROMOCYTOMA of ADRENAL MEDULLA (50%). Unlike MEN2a, MEN2b does not involve PARATHYROID NEOPLASMS. It can be distinguished from MEN2A by its neural abnormalities such as mucosal NEUROMAS on EYELIDS;Wagenmann Froboese Syndrome,Wagenmann-Froboese Syndrome,Neuromata, Mucosal, With Endocrine Tumors,Multiple Endocrine Neoplasms Type 2b,Mucosal Neuroma Syndromes,MEN IIb,MEN 3,Neuroma Syndrome, Mucosal,MEA IIb,Neoplasia, Multiple Endocrine Type 2b,MEN 2b,Multiple Endocrine Neoplasia, Type 2b,MEA 2b,MEN III,Mucosal Neuroma Syndrome,MEN2b,Multiple Endocrine Neoplasia, Type IIb,Syndrome, Wagenmann-Froboese,Neoplasms, Multiple Endocrine Type 2b
171;http://purl.bioontology.org/ontology/MESH/D049950;Multiple Endocrine Neoplasia Type 2b;A condition of abnormally elevated output of PARATHYROID HORMONE due to parathyroid HYPERPLASIA or PARATHYROID NEOPLASMS. It is characterized by the combination of HYPERCALCEMIA, phosphaturia, elevated renal 1,25-DIHYDROXYVITAMIN D3 synthesis, and increased BONE RESORPTION.;Hyperparathyroidisms, Primary,Primary Hyperparathyroidisms,Primary Hyperparathyroidism
172;http://purl.bioontology.org/ontology/MESH/D013798;Muscle Neoplasms;A gonadal stromal neoplasm composed only of THECA CELLS, occurring mostly in the postmenopausal OVARY. It is filled with lipid-containing spindle cells and produces ESTROGENS that can lead to ENDOMETRIAL HYPERPLASIA;Tumor, Theca Cell,Theca Cell Tumors,Thecomas,Theca Cell Tumor,Tumors, Theca Cell
173;http://purl.bioontology.org/ontology/MESH/D010145;Mutant Chimeric Proteins;A rare cutaneous neoplasm that occurs in the elderly. It develops more frequently in women and predominantly involves apocrine gland-bearing areas, especially the vulva, scrotum, and perianal areas. The lesions develop as erythematous scaly patches that progress to crusted, pruritic, erythematous plaques. The clinical differential diagnosis includes squamous cell carcinoma in situ and superficial fungal infection. It is generally thought to be an adenocarcinoma of the epidermis, from which it extends into the contiguous epithelium of hair follicles and eccrine sweat ducts. (DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p1478);Extra Mammary Paget Disease,Paget's Disease, Extra-Mammary,Paget Disease Extramammary,Pagets Disease, Extra-Mammary,Paget's Disease, Extra Mammary,Paget Disease, Extra-Mammary,Paget Disease, Extra Mammary,Extra-Mammary Pagets Disease,Extramammary Paget Disease,Extramammary Paget's Disease,Pagets Disease, Extramammary,Extramammary Pagets Disease,Extra-Mammary Paget Disease,Extramammary, Paget Disease,Extra-Mammary Paget's Disease,Extra Mammary Paget's Disease,Paget's Disease, Extramammary
174;http://purl.bioontology.org/ontology/MESH/D008028;MutL Protein Homolog 1;The coagulation of tissue by an intense beam of light, including laser (LASER COAGULATION). In the eye it is used in the treatment of retinal detachments, retinal holes, aneurysms, hemorrhages, and malignant and benign neoplasms. (Dictionary of Visual Science, 3d ed);Coagulations, Light,Light Coagulations,Coagulation, Light,Photocoagulations,Photocoagulation
175;http://purl.bioontology.org/ontology/MESH/D054740;Myofibroma;Sarcoma of FOLLICULAR DENDRITIC CELLS most often found in the lymph nodes. This rare neoplasm occurs predominately in adults.;Follicular Dendritic Cell Sarcoma
176;http://purl.bioontology.org/ontology/MESH/D018256;Myoma;Benign neoplasms derived from glandular epithelium. (From Stedman, 25th ed);Polyp, Adenomatous,Adenomatous Polyp,Polyps, Adenomatous
177;http://purl.bioontology.org/ontology/MESH/D002812;Myosarcoma;A benign neoplasm derived from mesodermal cells that form cartilage. It may remain within the substance of a cartilage or bone (true chondroma or enchondroma) or may develop on the surface of a cartilage (ecchondroma or ecchondrosis). (Dorland, 27th ed;Enchondromas,Chondromas,Enchondroma
178;http://purl.bioontology.org/ontology/MESH/D051642;Myxoma;A neoplasm containing HISTIOCYTES. Important forms include BENIGN FIBROUS HISTIOCYTOMA;Histiocytomas
179;http://purl.bioontology.org/ontology/MESH/D010493;name;Inflammation of both the PERICARDIUM and the PLEURA.|Inflammation of the PERICARDIUM from various origins, such as infection, neoplasm, autoimmune process, injuries, or drug-induced. Pericarditis usually leads to PERICARDIAL EFFUSION, or CONSTRICTIVE PERICARDITIS.;Pleuropericarditis
180;http://purl.bioontology.org/ontology/MESH/D009375;Nasal Polyps;Neoplasms composed of glandular tissue, an aggregation of epithelial cells that elaborate secretions, and of any type of epithelium itself. The concept does not refer to neoplasms located in the various glands or in epithelial tissue.;Neoplasm, Glandular,Neoplasms, Glandular Epithelial,Glandular Neoplasm,Neoplasm, Glandular Epithelial,Epithelial Neoplasm, Glandular,Neoplasms, Epithelial,Epithelial Neoplasm,Epithelial Neoplasms, Glandular,Glandular and Epithelial Neoplasms,Neoplasm, Epithelial,Neoplasms, Glandular,Glandular Epithelial Neoplasm,Glandular Neoplasms,Epithelial Neoplasms,Glandular Epithelial Neoplasms
218;http://purl.bioontology.org/ontology/MESH/D013736;Neoplastic Processes;Tumors or cancer of the TESTIS. Germ cell tumors (GERMINOMA) of the testis constitute 95% of all testicular neoplasms.;Tumor of Rete Testis,Testis Cancers,Neoplasms, Testis,Cancers, Testicular,Testis Neoplasm,Rete Testis Tumor,Rete Testis Tumors,Neoplasm, Testicular,Cancer, Testicular,Neoplasm, Testis,Neoplasms, Testicular,Testis Tumor, Rete,Cancer of the Testes,Testicular Cancers,Testicular Tumors,Testis Tumors, Rete,Testis Cancer,Cancers, Testis,Cancer, Testis,Cancer of the Testis,Cancer of Testis,Testis Neoplasms,Testicular Cancer,Testicular Neoplasm
219;http://purl.bioontology.org/ontology/MESH/D054747;Neoplastic Stem Cells;Malignant neoplasms composed of MACROPHAGES or DENDRITIC CELLS. Most histiocytic sarcomas present as localized tumor masses without a leukemic phase. Though the biological behavior of these neoplasms resemble lymphomas, their cell lineage is histiocytic not lymphoid.|A rare, usually progressive disorder comprising an invasive proliferation of neoplastic HISTIOCYTES. Many previous cases are now thought to represent ANAPLASTIC LARGE-CELL LYMPHOMA.;Histiocytosis, Malignant,Histiocytosis, True Malignant,Histiocytic Lymphomas, True,Malignant Histiocytosis, True,True Histiocytic Lymphomas,True Histiocytic Lymphoma,Lymphoma, True Histiocytic,Histiocytoses, Malignant,Malignant Histiocytoses, True,Malignant Histiocytosis,Histiocytoses, True Malignant,True Malignant Histiocytosis,Histiocytic Lymphoma, True,Sarcomas, Histiocytic,Histiocytic Sarcomas,True Malignant Histiocytoses,Malignant Histiocytoses,Lymphomas, True Histiocytic,Sarcoma, Histiocytic
220;http://purl.bioontology.org/ontology/MESH/D050762;Neoplastic Syndromes, Hereditary;An INK4 cyclin-dependent kinase inhibitor containing four ANKYRIN-LIKE REPEATS. INK4B is often inactivated by deletions, mutations, or hypermethylation in HEMATOLOGIC NEOPLASMS.;INK4B Protein,INK4b Cyclin Dependent Kinase Inhibitor,Cyclin Dependent Kinase Inhibitor p15,CDK4 Inhibitor, p15,CDKN2B Protein,p15INK4B Protein,p15 CDK4 Inhibitor,Cyclin-Dependent Kinase Inhibitor 2B,INK4b Cyclin-Dependent Kinase Inhibitor,Cyclin Dependent Kinase Inhibitor 2B
221;http://purl.bioontology.org/ontology/MESH/D006528;Nerve Sheath Neoplasms;A primary malignant neoplasm of epithelial liver cells. It ranges from a well-differentiated tumor with EPITHELIAL CELLS indistinguishable from normal HEPATOCYTES to a poorly differentiated neoplasm. The cells may be uniform or markedly pleomorphic, or form GIANT CELLS. Several classification schemes have been suggested.;Liver Cancers, Adult,Adult Liver Cancer,Liver Cancer, Adult,Cell Carcinoma, Liver,Liver Cell Carcinoma, Adult,Carcinomas, Hepatocellular,Carcinoma, Liver Cell,Cancer, Adult Liver,Adult Liver Cancers,Hepatocellular Carcinomas,Liver Cell Carcinoma,Hepatomas,Hepatocellular Carcinoma,Hepatoma,Liver Cell Carcinomas,Carcinomas, Liver Cell,Cell Carcinomas, Liver,Cancers, Adult Liver
222;http://purl.bioontology.org/ontology/MESH/D008495;Nervous System Neoplasms;A subspecialty of internal medicine concerned with the study of neoplasms.;Oncology, Clinical,Oncology, Medical,Clinical Oncology
223;http://purl.bioontology.org/ontology/MESH/D006431;Neurilemmoma;Hemorrhage in or through the BILIARY TRACT due to trauma, inflammation, CHOLELITHIASIS, vascular disease, or neoplasms.;Biliary Tract Hemorrhages,Hemorrhage, Biliary Tract,Hemobilias,Biliary Tract Hemorrhage
224;http://purl.bioontology.org/ontology/MESH/D010478;Neuroblastoma;Neoplasm drug therapy involving an extracorporeal circuit with temporary exclusion of the tumor-bearing area from the general circulation during which high concentrations of the drug are perfused to the isolated part.;Regional Perfusion Cancer Chemotherapy,Isolation Perfusion Cancer Chemotherapy,Regional Perfusion Antineoplastic Chemotherapy,Cancer Chemotherapy, Regional Perfusion,Perfusion Cancer Chemotherapy, Regional
225;http://purl.bioontology.org/ontology/MESH/D009373;Neuroectodermal Tumors;Neoplasms composed of primordial GERM CELLS of embryonic GONADS or of elements of the germ layers of the EMBRYO, MAMMALIAN. The concept does not refer to neoplasms located in the gonads or present in an embryo or FETUS.;Germ Cell and Embryonic Neoplasms,Embryonal Cancers,Embryonal Cancer,Germ Cell Cancers,Germ Cell Neoplasms,Neoplasms, Embryonal,Germ Cell and Embryonal Neoplasms,Tumors, Germ Cell,Embryonal Neoplasm,Cancer, Embryonal and Mixed,Germ Cell Tumors,Cancers, Embryonal,Neoplasms, Germ Cell and Embryonic,Embryonal Neoplasms,Cancer, Germ Cell,Neoplasm, Embryonal,Germ Cell Cancer,Neoplasms, Embryonal and Mixed,Cancer, Embryonal,Neoplasms, Germ Cell,Cancers, Germ Cell,Germ Cell Tumor,Tumor, Germ Cell
226;http://purl.bioontology.org/ontology/MESH/D018301;Neuroectodermal Tumors, Primitive;Neoplasms composed of tissue of the mesothelium, the layer of flat cells, derived from the mesoderm, which lines the body cavity of the embryo. In the adult it forms the simple squamous epithelium which covers all true serous membranes (peritoneum, pericardium, pleura). The concept does not refer to neoplasms located in these organs. (From Dorland, 27th ed);Neoplasm, Mesothelial,Mesothelial Neoplasm,Mesothelial Neoplasms
227;http://purl.bioontology.org/ontology/MESH/D008753;Neuroectodermal Tumors, Primitive, Peripheral;Aromatic diamine used in the plastics industry as curing agent for epoxy resins and urethane rubbers. It causes bladder, liver, lung, and other neoplasms.;4,4'-Methylenebis(2-chloroaniline),MBOCA,3,3'-Dichloro-4,4'-Diaminodiphenylmethane,Methylene Bis(chloroaniline),Benzenamine, 4,4'-methylenebis(2-chloro)-
228;http://purl.bioontology.org/ontology/MESH/D000282;Neurofibromatosis 1;The insertion of drugs into the vagina to treat local infections, neoplasms, or to induce labor. The dosage forms may include medicated pessaries, irrigation fluids, and suppositories.;Vaginal Instillation,Instillation, Vaginal,Vaginal Administrations,Administrations, Intravaginal,Vaginal Administration,Vaginal Instillations,Intravaginal Administration,Administrations, Vaginal Drug,Administrations, Vaginal,Administration, Vaginal,Intravaginal Administrations,Instillations, Vaginal,Administration, Vaginal Drug,Vaginal Drug Administration,Drug Administrations, Vaginal,Vaginal Drug Administrations,Drug Administration, Vaginal
229;http://purl.bioontology.org/ontology/MESH/D002609;Neutron Capture Therapy;A form of phagocyte bactericidal dysfunction characterized by unusual oculocutaneous albinism, high incidence of lymphoreticular neoplasms, and recurrent pyogenic infections. In many cell types, abnormal lysosomes are present leading to defective pigment distribution and abnormal neutrophil functions. The disease is transmitted by autosomal recessive inheritance and a similar disorder occurs in the beige mouse, the Aleutian mink, and albino Hereford cattle.;Chediak-Steinbrinck-Higashi Syndrome,Chediak Higashi Syndrome,Syndrome, Chediak-Higashi,Oculocutaneous Albinism with Leukocyte Defect
230;http://purl.bioontology.org/ontology/MESH/D018238;Nimustine;A complex neoplasm composed of a mixture of gonadal elements, such as large primordial GERM CELLS, immature SERTOLI CELLS or GRANULOSA CELLS of the sex cord, and gonadal stromal cells. Gonadoblastomas are most often associated with gonadal dysgenesis, 46, XY.;Gonadoblastomas
231;http://purl.bioontology.org/ontology/MESH/D019008;NK Cell Lectin-Like Receptor Subfamily K;Resistance or diminished response of a neoplasm to an antineoplastic agent in humans, animals, or cell or tissue cultures.;Drug Resistance, Antineoplastic,Antibiotic Resistance, Neoplasm,Resistance, Antineoplastic Agent,Antineoplastic Drug Resistance,Neoplasm Drug Resistance,Antineoplastic Agent Resistance,Resistance, Antineoplastic Drug
232;http://purl.bioontology.org/ontology/MESH/D018194;Nuclear Receptor Coactivator 3;A benign neoplasm of muscle (usually smooth muscle) with glandular elements. It occurs most frequently in the uterus and uterine ligaments. (Stedman, 25th ed);Adenomyomas
233;http://purl.bioontology.org/ontology/MESH/D018213;Oculomotor Nerve Diseases;Neoplasms composed of bony tissue, whether normal or of a soft tissue which has become ossified. The concept does not refer to neoplasms located in bones.;Bony Tissue Neoplasms,Bone Tissue Neoplasm,Neoplasms, Bony Tissue,Neoplasm, Bony Tissue,Tissue Neoplasm, Bony,Bone Tissue Neoplasms,Bony Tissue Neoplasm,Neoplasm, Bone Tissue,Tissue Neoplasms, Bony,Tissue Neoplasms, Bone,Tissue Neoplasm, Bone
234;http://purl.bioontology.org/ontology/MESH/D000971;Odontogenic Cyst, Calcifying;The use of two or more chemicals simultaneously or sequentially in the drug therapy of neoplasms. The drugs need not be in the same dosage form.;Agents, Combined Antineoplastic,Chemotherapy Protocols, Cancer,Antineoplastic Chemotherapy Protocol,Anticancer Drug Combinations,Protocols, Cancer Chemotherapy,Antineoplastic Drug Combination,Cancer Chemotherapy Protocols,Antineoplastic Agents, Combined,Drug Combinations, Anticancer,Antineoplastic Chemotherapy Protocols,Anticancer Drug Combination,Protocols, Antineoplastic Chemotherapy,Chemotherapy Protocols, Antineoplastic,Protocol, Cancer Chemotherapy,Antineoplastic Agent, Combined,Protocol, Antineoplastic Chemotherapy,Drug Combinations, Antineoplastic,Chemotherapy Protocol, Antineoplastic,Chemotherapy Protocol, Cancer,Combined Antineoplastic Agent,Antineoplastic Drug Combinations,Agent, Combined Antineoplastic,Antineoplastic Combined Chemotherapy Regimens,Drug Combination, Antineoplastic,Cancer Chemotherapy Protocol,Drug Combination, Anticancer,Combinations, Antineoplastic Drug,Combined Antineoplastic Agents
235;http://purl.bioontology.org/ontology/MESH/D000072662;Odontogenic Tumors;The edges of tissue removed in a surgery for assessment of the effectiveness of a surgical procedure in achieving the local control of a neoplasm and the adequacy of tumor removal. When the margin is negative or not involved by tumor (e.g., CANCER) it suggests all of the tumor has been removed by the surgery.;Negative Surgical Margin,Resection Margin,Surgical Margin,Tumor-Free Margin,Positive Surgical Margin,Surgical Margins, Positive,Negative Surgical Margins,Excision Margins,Margins, Resection,Tumor Free Margins,Surgical Margins,Positive Surgical Margins,Surgical Margin, Positive,Margins, Tumor-Free,Surgical Margins, Negative,Excision Margin,Resection Margins,Surgical Margin, Negative,Tumor-Free Margins,Margin, Surgical,Margins, Surgical,Margin, Tumor-Free,Margin, Resection
236;http://purl.bioontology.org/ontology/MESH/D062625;Olfactory Nerve Diseases;Benign or borderline malignant neoplasm of the ovary and surrounding tissues. It is characterized by tumor(s) with cystic glands which are lined by cuboidal EPITHELIAL CELLS with clear cytoplasm, resembling ENDOMETRIUM cells. The glands are separated by fibroblastic STROMAL CELLS.;Benign Cystadenofibromas,Cystadenofibromas,Cystadenofibromas, Borderline,Cystadenofibroma, Benign,Benign Clear Cell Adenofibroma,Borderline Clear Cell Adenofibroma,Cystadenofibroma, Borderline,Clear Cell Adenofibroma,Benign Cystadenofibroma,Borderline Cystadenofibromas,Clear Cell Adenofibromas,Adenofibromas, Clear Cell,Borderline Cystadenofibroma,Cystadenofibromas, Benign,Adenofibroma, Clear Cell
